img,carpal,middle,right,left
10148.png,"[0.5, 0.8069164265129684]","[0.5227272727272727, 0.043227665706051875]","[0.9685314685314685, 0.40778097982708933]","[0.27797202797202797, 0.22622478386167144]"
10147.png,"[0.441025641025641, 0.779445727482679]","[0.4598290598290598, 0.08429561200923788]","[0.9350427350427349, 0.38221709006928406]","[0.1076923076923077, 0.27829099307159355]"
10146.png,"[0.4706666666666667, 0.7717149220489978]","[0.5146666666666667, 0.1091314031180401]","[0.8866666666666667, 0.4543429844097996]","[0.14266666666666666, 0.30846325167037864]"
10145.png,"[0.5223021582733813, 0.7805383022774328]","[0.4892086330935252, 0.057971014492753624]","[0.9237410071942446, 0.36542443064182195]","[0.14676258992805755, 0.25672877846790887]"
10144.png,"[0.5371669004207573, 0.760043431053203]","[0.517531556802244, 0.11834961997828447]","[0.9523141654978963, 0.41693811074918563]","[0.15988779803646563, 0.32356134636264927]"
10143.png,"[0.47735191637630664, 0.8099173553719008]","[0.416376306620209, 0.0977961432506887]","[0.9041811846689896, 0.4049586776859504]","[0.07665505226480836, 0.3319559228650138]"
10141.png,"[0.38964577656675753, 0.8072445019404916]","[0.5395095367847411, 0.02457956015523932]","[0.9305177111716622, 0.4902975420439845]","[0.2125340599455041, 0.1759379042690815]"
10140.png,"[0.4204018547140649, 0.9165526675786593]","[0.46986089644513135, 0.08891928864569083]","[0.9273570324574962, 0.48700410396716826]","[0.11746522411128284, 0.29411764705882354]"
10139.png,"[0.45230769230769236, 0.7661691542288557]","[0.4246153846153846, 0.07338308457711444]","[0.9307692307692308, 0.47388059701492535]","[0.12307692307692308, 0.2947761194029851]"
10138.png,"[0.3549618320610687, 0.776824034334764]","[0.5133587786259541, 0.07010014306151645]","[0.7977099236641222, 0.38197424892703863]","[0.17938931297709926, 0.23319027181688123]"
10137.png,"[0.4257975034674064, 0.7520242914979757]","[0.5256588072122053, 0.07995951417004049]","[0.9181692094313454, 0.41801619433198384]","[0.21636615811373094, 0.2236842105263158]"
10136.png,"[0.40902872777017785, 0.8191377497371188]","[0.5841313269493844, 0.15352260778128288]","[0.9466484268125854, 0.5310199789695058]","[0.2161422708618331, 0.29547844374342797]"
10134.png,"[0.42815249266862165, 0.75]","[0.5249266862170088, 0.12327188940092165]","[0.8973607038123167, 0.4377880184331797]","[0.18914956011730205, 0.28456221198156684]"
10132.png,"[0.5025553662691652, 0.8800599700149925]","[0.4429301533219761, 0.08095952023988007]","[0.9267461669505963, 0.4182908545727136]","[0.16013628620102213, 0.3073463268365817]"
10131.png,"[0.4581497797356828, 0.7914951989026063]","[0.5609397944199707, 0.09053497942386832]","[0.9192364170337739, 0.49519890260631]","[0.20411160058737152, 0.2825788751714678]"
10130.png,"[0.5133333333333333, 0.8127962085308057]","[0.44799999999999995, 0.048578199052132696]","[0.9426666666666667, 0.38270142180094785]","[0.136, 0.2890995260663507]"
10128.png,"[0.44666666666666666, 0.859504132231405]","[0.6026666666666667, 0.1381345926800472]","[0.8440000000000001, 0.4297520661157025]","[0.32266666666666666, 0.2892561983471074]"
10126.png,"[0.41605839416058393, 0.6778846153846153]","[0.47883211678832116, 0.109375]","[0.8832116788321167, 0.4939903846153846]","[0.14452554744525548, 0.2824519230769231]"
10125.png,"[0.5555555555555556, 0.7230941704035874]","[0.43373493975903615, 0.14573991031390135]","[0.8433734939759036, 0.3699551569506726]","[0.17402945113788487, 0.40022421524663676]"
10123.png,"[0.46266666666666667, 0.8195991091314031]","[0.5066666666666666, 0.06792873051224944]","[0.8906666666666666, 0.40200445434298443]","[0.16266666666666665, 0.2750556792873051]"
10122.png,"[0.4160475482912333, 0.8470290771175726]","[0.5289747399702823, 0.12262958280657395]","[0.9093610698365527, 0.5246523388116309]","[0.17087667161961367, 0.3034134007585335]"
10121.png,"[0.43200000000000005, 0.6306878306878307]","[0.45333333333333337, 0.11322751322751323]","[0.78, 0.3566137566137566]","[0.18933333333333333, 0.2656084656084656]"
10120.png,"[0.479020979020979, 0.7745504840940525]","[0.5104895104895104, 0.01798063623789765]","[0.8566433566433567, 0.28077455048409405]","[0.2552447552447552, 0.18948824343015214]"
10118.png,"[0.44945848375451264, 0.7347670250896057]","[0.5108303249097473, 0.03763440860215054]","[0.9205776173285198, 0.7258064516129032]","[0.1371841155234657, 0.2867383512544803]"
10117.png,"[0.48575712143928035, 0.7582278481012658]","[0.43928035982008995, 0.08987341772151898]","[0.8920539730134932, 0.37848101265822787]","[0.12443778110944528, 0.320253164556962]"
10116.png,"[0.4714912280701754, 0.7906976744186046]","[0.5679824561403509, 0.13372093023255816]","[0.9057017543859649, 0.4844961240310077]","[0.26973684210526316, 0.27325581395348836]"
10115.png,"[0.3843843843843844, 0.8266666666666667]","[0.4624624624624624, 0.04133333333333334]","[0.9504504504504504, 0.48666666666666664]","[0.05855855855855856, 0.264]"
10114.png,"[0.43247588424437294, 0.7616060225846926]","[0.46945337620578775, 0.09284818067754078]","[0.9437299035369775, 0.4617314930991217]","[0.13987138263665594, 0.28607277289836885]"
10113.png,"[0.5247678018575851, 0.82798459563543]","[0.5557275541795665, 0.03979460847240051]","[0.934984520123839, 0.34146341463414637]","[0.11300309597523221, 0.2939666238767651]"
10112.png,"[0.5210608424336973, 0.7212336892052194]","[0.45865834633385333, 0.04033214709371293]","[0.9173166926677067, 0.32858837485172004]","[0.0998439937597504, 0.3084223013048636]"
10111.png,"[0.38666666666666666, 0.8509852216748769]","[0.4453333333333333, 0.041871921182266014]","[0.9586666666666666, 0.5221674876847291]","[0.096, 0.25615763546798026]"
10110.png,"[0.4789762340036563, 0.8193343898573693]","[0.5063985374771481, 0.09033280507131539]","[0.923217550274223, 0.45800316957210774]","[0.15173674588665448, 0.31378763866877973]"
10109.png,"[0.3269230769230769, 0.7041015625]","[0.472027972027972, 0.037109375]","[0.9405594405594405, 0.3505859375]","[0.16083916083916083, 0.1806640625]"
10108.png,"[0.5466666666666666, 0.7722543352601156]","[0.392, 0.07283236994219652]","[0.9493333333333334, 0.3988439306358382]","[0.096, 0.3884393063583815]"
10107.png,"[0.6035353535353536, 0.7636761487964989]","[0.6439393939393939, 0.06564551422319476]","[0.9015151515151516, 0.36542669584245074]","[0.2777777777777778, 0.25820568927789933]"
10106.png,"[0.47295208655332305, 0.870063694267516]","[0.5301391035548686, 0.04203821656050955]","[0.9891808346213292, 0.43312101910828027]","[0.16228748068006182, 0.2535031847133758]"
10105.png,"[0.4840989399293287, 0.7454545454545455]","[0.4363957597173145, 0.03272727272727273]","[0.9257950530035336, 0.33333333333333337]","[0.044169611307420496, 0.25575757575757574]"
10104.png,"[0.44780635400907715, 0.8069196428571429]","[0.46898638426626327, 0.02120535714285714]","[0.9046898638426626, 0.34933035714285715]","[0.18003025718608168, 0.19084821428571427]"
10103.png,"[0.5227686703096539, 0.8055987558320373]","[0.4972677595628415, 0.05754276827371695]","[0.9034608378870673, 0.3654743390357698]","[0.22950819672131145, 0.25660964230171074]"
10102.png,"[0.4248927038626609, 0.76657060518732]","[0.4177396280400572, 0.12584053794428435]","[0.9084406294706724, 0.41114313160422666]","[0.10586552217453506, 0.31796349663784823]"
10100.png,"[0.44137931034482764, 0.7678369195922989]","[0.5158620689655172, 0.07587768969422423]","[0.8510344827586206, 0.3657984144960363]","[0.21655172413793103, 0.2434881087202718]"
10099.png,"[0.4706666666666667, 0.6357615894039735]","[0.46, 0.13134657836644592]","[0.7666666666666667, 0.347682119205298]","[0.27466666666666667, 0.26821192052980136]"
10097.png,"[0.4948096885813149, 0.7180910099889012]","[0.3944636678200692, 0.0532741398446171]","[0.8408304498269896, 0.27635960044395114]","[0.09342560553633218, 0.24195338512763595]"
10096.png,"[0.4092009685230024, 0.7026143790849673]","[0.5714285714285715, 0.05718954248366013]","[0.9515738498789347, 0.39705882352941174]","[0.18886198547215496, 0.18790849673202614]"
10095.png,"[0.42266666666666663, 0.8102108768035516]","[0.48, 0.05549389567147614]","[0.9146666666666667, 0.44173140954495005]","[0.18266666666666664, 0.23751387347391786]"
10094.png,"[0.4497126436781609, 0.8753623188405797]","[0.5560344827586207, 0.042028985507246375]","[0.9568965517241379, 0.5318840579710146]","[0.21551724137931036, 0.2753623188405797]"
10093.png,"[0.51434034416826, 0.7426086956521739]","[0.6443594646271511, 0.09217391304347826]","[0.9502868068833652, 0.46608695652173915]","[0.26003824091778205, 0.2452173913043478]"
10092.png,"[0.39909297052154197, 0.7161500815660685]","[0.6303854875283447, 0.09461663947797716]","[0.9455782312925171, 0.47471451876019577]","[0.11337868480725623, 0.2544861337683524]"
10091.png,"[0.4210526315789474, 0.8696774193548387]","[0.48916408668730654, 0.03870967741935484]","[0.9643962848297214, 0.4296774193548387]","[0.17337461300309598, 0.23741935483870968]"
10090.png,"[0.48533333333333334, 0.7710691823899372]","[0.48266666666666663, 0.0490566037735849]","[0.8440000000000001, 0.3534591194968554]","[0.22133333333333333, 0.24276729559748428]"
10089.png,"[0.4841498559077809, 0.8266331658291457]","[0.5115273775216138, 0.03266331658291457]","[0.9927953890489915, 0.42462311557788945]","[0.1037463976945245, 0.29271356783919594]"
10088.png,"[0.4580536912751678, 0.6948408342480791]","[0.5033557046979866, 0.07683863885839737]","[0.8322147651006712, 0.31284302963776073]","[0.19798657718120805, 0.22283205268935238]"
10087.png,"[0.411764705882353, 0.7575757575757575]","[0.4549019607843137, 0.047430830039525695]","[0.9352941176470588, 0.37549407114624506]","[0.09803921568627452, 0.22002635046113309]"
10086.png,"[0.4613220815752462, 0.7695749440715883]","[0.5400843881856541, 0.12639821029082776]","[0.9873417721518988, 0.5033557046979866]","[0.2053445850914205, 0.28747203579418346]"
10085.png,"[0.42758620689655175, 0.7516254876462939]","[0.5137931034482759, 0.02080624187256177]","[0.9655172413793103, 0.39531859557867366]","[0.11379310344827585, 0.2340702210663199]"
10084.png,"[0.4087694483734088, 0.750309023485785]","[0.5035360678925036, 0.08529048207663782]","[0.876944837340877, 0.4697156983930779]","[0.18246110325318246, 0.25339925834363414]"
10083.png,"[0.38095238095238093, 0.7513812154696133]","[0.6428571428571429, 0.04751381215469613]","[0.8936507936507937, 0.2751381215469613]","[0.09047619047619047, 0.2696132596685083]"
10081.png,"[0.42380261248185774, 0.8234552332912989]","[0.386066763425254, 0.06683480453972257]","[0.9259796806966618, 0.4527112232030264]","[0.07547169811320754, 0.287515762925599]"
10080.png,"[0.4786666666666667, 0.8680272108843538]","[0.49333333333333335, 0.08979591836734693]","[0.976, 0.5673469387755102]","[0.18666666666666668, 0.3482993197278912]"
10079.png,"[0.48910081743869216, 0.8043184885290148]","[0.5122615803814714, 0.0796221322537112]","[0.9182561307901907, 0.47233468286099867]","[0.2547683923705722, 0.2631578947368421]"
10078.png,"[0.525089605734767, 0.7163531114327063]","[0.5053763440860215, 0.05788712011577424]","[0.9247311827956989, 0.3762662807525326]","[0.12365591397849462, 0.3183791606367583]"
10077.png,"[0.4429657794676806, 0.6435124508519005]","[0.39733840304182505, 0.05242463958060289]","[0.8973384030418251, 0.3342070773263434]","[0.0855513307984791, 0.24639580602883357]"
10076.png,"[0.4539202200825309, 0.6787678767876788]","[0.48830811554332876, 0.0121012101210121]","[0.9436038514442916, 0.36633663366336633]","[0.10041265474552957, 0.2255225522552255]"
10075.png,"[0.44992050874403816, 0.8275109170305677]","[0.5405405405405406, 0.1146288209606987]","[0.9332273449920508, 0.42903930131004364]","[0.2146263910969793, 0.2729257641921397]"
10074.png,"[0.39953810623556585, 0.646551724137931]","[0.46882217090069284, 0.03275862068965517]","[0.9445727482678984, 0.44655172413793104]","[0.10161662817551964, 0.1879310344827586]"
10073.png,"[0.471875, 0.7731673582295988]","[0.56875, 0.10235131396957123]","[0.9265625, 0.49930843706777317]","[0.196875, 0.28630705394190875]"
10071.png,"[0.49733333333333335, 0.5337016574585636]","[0.43733333333333335, 0.12265193370165745]","[0.76, 0.32707182320441985]","[0.23733333333333334, 0.2640883977900553]"
10070.png,"[0.497196261682243, 0.8492753623188406]","[0.4672897196261683, 0.0855072463768116]","[0.9158878504672897, 0.3521739130434783]","[0.20186915887850468, 0.2594202898550725]"
10069.png,"[0.37542087542087543, 0.7087628865979382]","[0.44276094276094274, 0.12371134020618557]","[0.7811447811447811, 0.4162371134020619]","[0.17845117845117844, 0.259020618556701]"
10068.png,"[0.392, 0.7600446428571429]","[0.42533333333333334, 0.037946428571428575]","[0.9159999999999999, 0.45424107142857145]","[0.152, 0.20089285714285715]"
10067.png,"[0.5865384615384616, 0.7799642218246869]","[0.5942307692307692, 0.20214669051878353]","[0.9461538461538461, 0.5348837209302326]","[0.36153846153846153, 0.33810375670840787]"
10066.png,"[0.4254545454545455, 0.7007772020725389]","[0.47090909090909094, 0.040155440414507776]","[0.8545454545454545, 0.32383419689119175]","[0.11272727272727273, 0.22409326424870468]"
10064.png,"[0.39309210526315785, 0.8619489559164734]","[0.5361842105263158, 0.052204176334106726]","[0.924342105263158, 0.4013921113689095]","[0.19736842105263158, 0.23317865429234338]"
10063.png,"[0.44802342606149337, 0.8747368421052631]","[0.5197657393850659, 0.07368421052631578]","[0.9560761346998535, 0.40421052631578946]","[0.16544655929721816, 0.2536842105263158]"
10062.png,"[0.39249146757679176, 0.884318766066838]","[0.47269624573378843, 0.05912596401028278]","[0.9061464872062281, 0.4100307886222672]","[0.09215017064846416, 0.2686375321336761]"
10061.png,"[0.46264367816091956, 0.7709497206703911]","[0.4267241379310345, 0.07262569832402234]","[0.8979885057471264, 0.36424581005586587]","[0.07471264367816093, 0.30502793296089387]"
10060.png,"[0.46368715083798884, 0.8146596858638744]","[0.46787709497206703, 0.05654450261780105]","[0.9259776536312849, 0.37068062827225134]","[0.1494413407821229, 0.25130890052356025]"
10059.png,"[0.5112781954887218, 0.8480769230769231]","[0.5162907268170426, 0.036538461538461534]","[0.8897243107769424, 0.34615384615384615]","[0.3132832080200501, 0.22692307692307692]"
10058.png,"[0.47840531561461797, 0.7835443037974683]","[0.4119601328903654, 0.11518987341772151]","[0.9285714285714286, 0.4139240506329114]","[0.11960132890365449, 0.34556962025316457]"
10057.png,"[0.44089012517385257, 0.7406311637080867]","[0.45897079276773295, 0.1331360946745562]","[0.9860917941585535, 0.49704142011834324]","[0.10848400556328233, 0.33629191321499013]"
10056.png,"[0.48776978417266187, 0.7588046958377801]","[0.4402877697841727, 0.14194236926360726]","[0.9410071942446043, 0.45357524012806827]","[0.07913669064748201, 0.3959445037353255]"
10055.png,"[0.484, 0.8121827411167513]","[0.44, 0.10913705583756345]","[0.96, 0.5050761421319797]","[0.15066666666666667, 0.3553299492385787]"
10054.png,"[0.3891402714932126, 0.8631840796019901]","[0.49170437405731526, 0.06840796019900497]","[0.8808446455505279, 0.4017412935323383]","[0.14479638009049775, 0.27860696517412936]"
10053.png,"[0.45686900958466453, 0.6503759398496239]","[0.41533546325878595, 0.023809523809523808]","[0.9169329073482428, 0.3609022556390978]","[0.06070287539936101, 0.2518796992481203]"
10052.png,"[0.4852607709750567, 0.7058823529411765]","[0.5215419501133787, 0.01260504201680672]","[0.9705215419501134, 0.39705882352941174]","[0.2653061224489796, 0.19117647058823528]"
10051.png,"[0.4533762057877814, 0.7563559322033899]","[0.5868167202572347, 0.1281779661016949]","[0.9549839228295819, 0.43220338983050843]","[0.2684887459807074, 0.2542372881355932]"
10049.png,"[0.6207729468599034, 0.5990990990990991]","[0.4710144927536232, 0.05855855855855856]","[0.963768115942029, 0.2822822822822823]","[0.13768115942028986, 0.2522522522522523]"
10048.png,"[0.4961832061068702, 0.7309875141884222]","[0.5145038167938931, 0.0771850170261067]","[0.8015267175572519, 0.264472190692395]","[0.09923664122137404, 0.32349602724177073]"
10047.png,"[0.4937694704049844, 0.8550913838120104]","[0.42834890965732086, 0.06135770234986945]","[0.9221183800623054, 0.37206266318537856]","[0.14018691588785046, 0.2702349869451697]"
10046.png,"[0.4932432432432432, 0.7339312406576981]","[0.40371621621621623, 0.0687593423019432]","[0.9189189189189189, 0.4125560538116592]","[0.13175675675675674, 0.3064275037369208]"
10045.png,"[0.4041095890410959, 0.8700114025085519]","[0.4465753424657535, 0.08779931584948689]","[0.9904109589041096, 0.5188141391106044]","[0.04657534246575343, 0.32839224629418473]"
10044.png,"[0.4478021978021978, 0.8344827586206897]","[0.4945054945054945, 0.055172413793103454]","[0.8695054945054944, 0.3735632183908046]","[0.20054945054945056, 0.2655172413793104]"
10043.png,"[0.4716981132075472, 0.6549391069012178]","[0.45702306079664573, 0.06630581867388362]","[0.9643605870020964, 0.3572395128552098]","[0.06289308176100629, 0.2814614343707713]"
10042.png,"[0.6590909090909091, 0.7384441939120632]","[0.4366883116883117, 0.12063134160090191]","[0.7142857142857143, 0.31228861330326946]","[0.275974025974026, 0.2874859075535513]"
10041.png,"[0.43776824034334766, 0.8257731958762886]","[0.5536480686695279, 0.07938144329896907]","[0.9241773962804005, 0.41649484536082476]","[0.18311874105865525, 0.2443298969072165]"
10040.png,"[0.5186666666666667, 0.8339130434782609]","[0.5693333333333332, 0.22608695652173913]","[0.8506666666666667, 0.45304347826086955]","[0.29600000000000004, 0.35130434782608694]"
10039.png,"[0.5164835164835165, 0.6362715298885512]","[0.47802197802197804, 0.10233029381965553]","[0.8997252747252747, 0.36575481256332315]","[0.1565934065934066, 0.2877406281661601]"
10038.png,"[0.455521472392638, 0.7516703786191536]","[0.5674846625766871, 0.08574610244988864]","[0.941717791411043, 0.41870824053452116]","[0.26993865030674846, 0.24498886414253895]"
10037.png,"[0.4498525073746313, 0.7696969696969697]","[0.5457227138643068, 0.10424242424242423]","[0.9365781710914455, 0.5309090909090909]","[0.18289085545722714, 0.2775757575757576]"
10036.png,"[0.4506666666666667, 0.8076379066478075]","[0.532, 0.11173974540311175]","[0.8640000000000001, 0.5176803394625177]","[0.26666666666666666, 0.3041018387553041]"
10035.png,"[0.5117540687160941, 0.7573385518590997]","[0.6021724285017465, 0.023468420713855603]","[0.9385171790235082, 0.44031311154598823]","[0.28390596745027125, 0.22896281800391388]"
10033.png,"[0.4551282051282051, 0.7461669505962522]","[0.45726495726495725, 0.06643952299829642]","[0.8867521367521367, 0.38160136286201024]","[0.18803418803418803, 0.23509369676320271]"
10031.png,"[0.4944178628389155, 0.7800237812128418]","[0.2822966507177033, 0.07728894173602853]","[0.9250398724082934, 0.36028537455410226]","[0.0733652312599681, 0.28418549346016647]"
10030.png,"[0.4843423799582463, 0.7183544303797469]","[0.5490605427974947, 0.044303797468354424]","[0.883089770354906, 0.35917721518987344]","[0.2755741127348643, 0.20569620253164558]"
10029.png,"[0.43333333333333335, 0.8286674132138857]","[0.512, 0.1858902575587906]","[0.932, 0.593505039193729]","[0.17600000000000002, 0.3673012318029115]"
10026.png,"[0.44799999999999995, 0.819848975188781]","[0.49866666666666665, 0.12837108953613807]","[0.9866666666666667, 0.5501618122977346]","[0.12933333333333333, 0.3300970873786408]"
10025.png,"[0.5166931637519873, 0.8700834326579261]","[0.48012718600953896, 0.22765196662693682]","[0.9141494435612083, 0.5292014302741359]","[0.1812401333233743, 0.48033375022773683]"
10024.png,"[0.40325865580448067, 0.8978658536585366]","[0.4175152749490835, 0.059451219512195126]","[0.9674134419551934, 0.4268292682926829]","[0.08961303462321793, 0.28963414634146345]"
10023.png,"[0.4906666666666667, 0.8546583850931677]","[0.42, 0.06832298136645963]","[0.9386666666666666, 0.43478260869565216]","[0.17600000000000002, 0.29937888198757767]"
10022.png,"[0.5509868421052632, 0.7527272727272727]","[0.5707236842105263, 0.060606060606060594]","[0.9457236842105263, 0.31393939393939396]","[0.17598684210526316, 0.2703030303030303]"
10021.png,"[0.4692307692307692, 0.7933094384707288]","[0.40769230769230774, 0.07646356033452807]","[0.9261538461538461, 0.3835125448028674]","[0.12923076923076923, 0.29868578255675027]"
10020.png,"[0.46695402298850575, 0.856651376146789]","[0.45545977011494254, 0.10091743119266056]","[0.8735632183908046, 0.411697247706422]","[0.11925287356321838, 0.2947247706422018]"
10019.png,"[0.43253234750462105, 0.7849604221635884]","[0.43622920517560076, 0.20448548812664907]","[0.8170055452865064, 0.44063324538258575]","[0.14048059149722736, 0.3535620052770449]"
10017.png,"[0.48095238095238096, 0.742489270386266]","[0.6309523809523809, 0.06151645207439198]","[0.9119047619047619, 0.30185979971387694]","[0.30714285714285716, 0.19313304721030045]"
10016.png,"[0.4539202200825309, 0.7924263674614306]","[0.48555708390646496, 0.08274894810659186]","[0.8514442916093534, 0.45582047685834504]","[0.171939477303989, 0.30995792426367463]"
10015.png,"[0.5256673511293635, 0.7310443490701002]","[0.37782340862423, 0.08726752503576538]","[0.86652977412731, 0.2932761087267525]","[0.06981519507186858, 0.29756795422031473]"
10014.png,"[0.463235294117647, 0.7634408602150538]","[0.42830882352941174, 0.05376344086021505]","[0.9338235294117646, 0.38306451612903225]","[0.09926470588235294, 0.25]"
10013.png,"[0.4608, 0.8078758949880668]","[0.5104, 0.07995226730310262]","[0.9472, 0.43078758949880663]","[0.1216, 0.26849642004773266]"
10012.png,"[0.4538216560509554, 0.6620689655172414]","[0.4665605095541401, 0.10804597701149427]","[0.9203821656050956, 0.45402298850574707]","[0.15286624203821655, 0.29770114942528736]"
10011.png,"[0.427027027027027, 0.7546082949308756]","[0.47027027027027024, 0.019585253456221193]","[0.9702702702702704, 0.47926267281105994]","[0.1135135135135135, 0.22350230414746544]"
10010.png,"[0.45733333333333337, 0.7637075718015666]","[0.49733333333333335, 0.07702349869451697]","[0.8866666666666667, 0.44516971279373363]","[0.19999999956597228, 0.28328983491624643]"
10009.png,"[0.5569620253164557, 0.7350119904076738]","[0.469760900140647, 0.11270983213429256]","[0.9324894514767932, 0.4052757793764988]","[0.1490857946554149, 0.3908872901678657]"
10008.png,"[0.5785714285714285, 0.8174904942965778]","[0.5428571428571428, 0.02091254752851711]","[0.9642857142857143, 0.33840304182509506]","[0.28571428571428575, 0.23954372623574144]"
10007.png,"[0.4293333333333333, 0.818589025755879]","[0.44266666666666665, 0.05151175811870101]","[0.9053333333333333, 0.4008958566629339]","[0.13733333333333334, 0.24524076147816348]"
10006.png,"[0.44703770197486536, 0.7320916905444126]","[0.45601436265709155, 0.02578796561604584]","[0.9138240574506284, 0.38681948424068774]","[0.13824057450628366, 0.21346704871060174]"
10005.png,"[0.42133333333333334, 0.6805111821086263]","[0.5026666666666667, 0.0362087326943557]","[0.9626666666666667, 0.4419595314164004]","[0.20666666666666667, 0.20873269435569758]"
10004.png,"[0.4682779456193354, 0.802679658952497]","[0.5090634441087613, 0.07673568818514007]","[0.9350453172205438, 0.42387332521315474]","[0.16163141993957705, 0.24482338611449453]"
10003.png,"[0.5207496653279786, 0.8349875930521092]","[0.5314591700133868, 0.303970223325062]","[0.8259705488621151, 0.5459057071960298]","[0.28380187416332, 0.501240694789082]"
10002.png,"[0.45866666666666667, 0.6928104575163399]","[0.5093333333333333, 0.07734204793028322]","[0.904, 0.4193899782135076]","[0.192, 0.2647058823529412]"
10001.png,"[0.4634146341463415, 0.8084378563283923]","[0.5826558265582655, 0.15621436716077539]","[0.991869918699187, 0.5815279361459521]","[0.23712737127371272, 0.3078677309007982]"
10000.png,"[0.46776611694152925, 0.7421307506053268]","[0.46026986506746626, 0.06900726392251816]","[0.8785607196401799, 0.387409200968523]","[0.09295352323838081, 0.2905569007263923]"
